test case,benchmark name,samples,iterations,estimated,mean,low mean,high mean,std dev,low std dev,high std dev,tags,raw
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 1 > reference: throttled single-threaded graph generation at 10 us per task,expanding tree topology,100,1,46737800,466865.7700,466401.5200,467383.8400,2503.6511,2229.0648,2761.4091,"benchmark,group:scheduler","465691.0000,464719.0000,469248.0000,472865.0000,464609.0000,471172.0000,465110.0000,464289.0000,465992.0000,465871.0000,471412.0000,465110.0000,465801.0000,465191.0000,470290.0000,465350.0000,470500.0000,465280.0000,466864.0000,466302.0000,468727.0000,465411.0000,463978.0000,471032.0000,465490.0000,466582.0000,465611.0000,470710.0000,464949.0000,466283.0000,465170.0000,469028.0000,464639.0000,470621.0000,465571.0000,465330.0000,464228.0000,464549.0000,470501.0000,464218.0000,465751.0000,464338.0000,471803.0000,464940.0000,465802.0000,465761.0000,471472.0000,464750.0000,470230.0000,464899.0000,466322.0000,465451.0000,464840.0000,470330.0000,465521.0000,466633.0000,465741.0000,469739.0000,465882.0000,471552.0000,464559.0000,465561.0000,464559.0000,470871.0000,465120.0000,471171.0000,466252.0000,465591.0000,470621.0000,464869.0000,466402.0000,464669.0000,465911.0000,464770.0000,469959.0000,465020.0000,471452.0000,466212.0000,470470.0000,465972.0000,465601.0000,465631.0000,465020.0000,471823.0000,464629.0000,466452.0000,465171.0000,470320.0000,464950.0000,470500.0000,465441.0000,465861.0000,464869.0000,470120.0000,464629.0000,465581.0000,464840.0000,465321.0000,469167.0000,464589.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 1 > reference: throttled single-threaded graph generation at 10 us per task,contracting tree topology,100,1,49521100,495143.2700,494645.6100,495829.5800,2946.5571,2378.3487,4314.3784,"benchmark,group:scheduler","494626.0000,500397.0000,510857.0000,494305.0000,500227.0000,494506.0000,494466.0000,493854.0000,494325.0000,492713.0000,499405.0000,493925.0000,494415.0000,493965.0000,499987.0000,493914.0000,492351.0000,498784.0000,493454.0000,493554.0000,492872.0000,493975.0000,492943.0000,494536.0000,492222.0000,498914.0000,493604.0000,495017.0000,492543.0000,494405.0000,493685.0000,499846.0000,492221.0000,495759.0000,493674.0000,493674.0000,492231.0000,500447.0000,493635.0000,493995.0000,492933.0000,499795.0000,493534.0000,493343.0000,493094.0000,500848.0000,493183.0000,495127.0000,493354.0000,497922.0000,492352.0000,495217.0000,492322.0000,494556.0000,493003.0000,499175.0000,492051.0000,493284.0000,493504.0000,498443.0000,493814.0000,495879.0000,493003.0000,499706.0000,493003.0000,493854.0000,493344.0000,501209.0000,494115.0000,495087.0000,493865.0000,498994.0000,492803.0000,496820.0000,494075.0000,493625.0000,493434.0000,499615.0000,494386.0000,494586.0000,494005.0000,492833.0000,493404.0000,499345.0000,493163.0000,496560.0000,495307.0000,499065.0000,493063.0000,495678.0000,494065.0000,494366.0000,493304.0000,499655.0000,494395.0000,494616.0000,493094.0000,494115.0000,493364.0000,494445.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 1 > reference: throttled single-threaded graph generation at 10 us per task,wave_sim topology,100,1,298734900,2993104.9700,2987616.9700,3017562.7200,50106.1348,7804.7482,117947.0097,"benchmark,group:scheduler","2984718.0000,3003123.0000,3027500.0000,3005357.0000,2988696.0000,2984348.0000,2987784.0000,2982194.0000,2985019.0000,2989487.0000,2985539.0000,2984197.0000,2983406.0000,2985650.0000,2987113.0000,2998214.0000,2983476.0000,2988526.0000,2986732.0000,2996160.0000,2986912.0000,2986000.0000,2982574.0000,2986482.0000,2987984.0000,2998224.0000,2984328.0000,2984989.0000,2984548.0000,2985310.0000,2984638.0000,2986732.0000,2983266.0000,2985560.0000,2986802.0000,2998184.0000,2984989.0000,2987844.0000,2984128.0000,2985159.0000,2985550.0000,2983977.0000,2987965.0000,2984087.0000,2984778.0000,2985240.0000,2985209.0000,2985911.0000,2982895.0000,2985900.0000,2986392.0000,2984949.0000,2985339.0000,2985149.0000,2983847.0000,2986321.0000,2985370.0000,2985169.0000,2986371.0000,2984718.0000,2985279.0000,2985138.0000,2985590.0000,2984778.0000,2985640.0000,2986461.0000,2981122.0000,2997162.0000,3003684.0000,2995018.0000,2987073.0000,2984738.0000,2988776.0000,2988635.0000,3038850.0000,3483584.0000,3031006.0000,2984228.0000,2988465.0000,2984487.0000,2984587.0000,2985810.0000,2984668.0000,2985710.0000,2983706.0000,2986342.0000,2986141.0000,2983646.0000,2984358.0000,2988155.0000,2983646.0000,2984058.0000,2987413.0000,2984137.0000,2985260.0000,2986211.0000,2984428.0000,2985821.0000,2985199.0000,2984458.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 1 > reference: throttled single-threaded graph generation at 10 us per task,jacobi topology,100,1,80299800,803494.0200,802827.2200,804482.7400,4064.5963,3032.5155,6377.4373,"benchmark,group:scheduler","806558.0000,800356.0000,815154.0000,807309.0000,801217.0000,807058.0000,799775.0000,801879.0000,805806.0000,801769.0000,807570.0000,800927.0000,800406.0000,806116.0000,805235.0000,801317.0000,805054.0000,800456.0000,804543.0000,806768.0000,800045.0000,805435.0000,799594.0000,802861.0000,807309.0000,800797.0000,807259.0000,801448.0000,801167.0000,805306.0000,827247.0000,801498.0000,800616.0000,804234.0000,800115.0000,805135.0000,800346.0000,798923.0000,800847.0000,806678.0000,800426.0000,806057.0000,801137.0000,817559.0000,805476.0000,800346.0000,805736.0000,799604.0000,802791.0000,807850.0000,800847.0000,806878.0000,800677.0000,800867.0000,806588.0000,799584.0000,806107.0000,798703.0000,802590.0000,805425.0000,800566.0000,805716.0000,799454.0000,803913.0000,805325.0000,801038.0000,805646.0000,806006.0000,801829.0000,805536.0000,805786.0000,801478.0000,804494.0000,799494.0000,804323.0000,799124.0000,805125.0000,800396.0000,799785.0000,801117.0000,805967.0000,805315.0000,800005.0000,800867.0000,800837.0000,805466.0000,800596.0000,804684.0000,799334.0000,802470.0000,806408.0000,801388.0000,806908.0000,799384.0000,800977.0000,805786.0000,800726.0000,805706.0000,799494.0000,803552.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 1 > throttled submission to a scheduler thread at 10 us per task,soup topology,100,1,381726400,3865398.9000,3843662.1200,3909262.9500,149593.0019,78374.3521,233142.1804,"benchmark,group:scheduler","3834600.0000,3804282.0000,3848085.0000,3830712.0000,3802379.0000,3865970.0000,3829230.0000,3832636.0000,3860208.0000,3834220.0000,3830893.0000,3837966.0000,3827556.0000,3833849.0000,3831464.0000,3833268.0000,3803100.0000,3865319.0000,3827316.0000,3834440.0000,3832566.0000,3832707.0000,3801647.0000,3866441.0000,3828298.0000,3833248.0000,3831324.0000,3833868.0000,3801808.0000,3866291.0000,3828608.0000,3833267.0000,3854317.0000,3886869.0000,4596685.0000,4761027.0000,3831443.0000,3833397.0000,3831153.0000,3861151.0000,3834780.0000,3830683.0000,3833508.0000,3831735.0000,3832526.0000,3835401.0000,3833418.0000,3831284.0000,3851102.0000,3830262.0000,3830792.0000,3804462.0000,3837114.0000,3826775.0000,3863435.0000,3829781.0000,3832646.0000,3803612.0000,3834510.0000,3830552.0000,3834650.0000,3830172.0000,3832546.0000,3831975.0000,3835291.0000,3829631.0000,3833668.0000,3832647.0000,3830873.0000,3804423.0000,3833939.0000,3843246.0000,3848877.0000,4509940.0000,4470737.0000,3831484.0000,3836774.0000,3828127.0000,3833798.0000,3831164.0000,3834510.0000,3830873.0000,3836293.0000,3827787.0000,3833929.0000,3831695.0000,3921946.0000,3859227.0000,3833548.0000,3830833.0000,3833618.0000,3832296.0000,3891318.0000,3831374.0000,3834309.0000,3805205.0000,3805675.0000,3855991.0000,3833778.0000,3859737.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 1 > throttled submission to a scheduler thread at 10 us per task,chain topology,100,1,40500500,401859.2100,398977.2000,404578.2900,14343.6998,12318.7960,16651.3122,"benchmark,group:scheduler","406599.0000,377264.0000,391010.0000,378546.0000,375721.0000,377474.0000,406058.0000,406439.0000,410526.0000,431296.0000,406619.0000,406278.0000,406368.0000,406259.0000,406689.0000,406219.0000,406659.0000,406229.0000,406138.0000,406830.0000,406348.0000,406448.0000,377323.0000,406028.0000,406620.0000,406068.0000,377805.0000,406058.0000,406449.0000,406859.0000,405957.0000,406669.0000,406539.0000,377654.0000,376863.0000,377414.0000,377364.0000,406319.0000,377424.0000,435303.0000,406379.0000,406669.0000,406258.0000,406479.0000,403904.0000,435404.0000,406609.0000,406018.0000,406509.0000,406359.0000,406619.0000,406258.0000,406158.0000,407130.0000,405858.0000,410206.0000,431617.0000,406419.0000,406599.0000,377434.0000,406890.0000,376843.0000,406278.0000,406379.0000,406198.0000,406629.0000,406128.0000,406519.0000,406659.0000,405998.0000,435564.0000,406509.0000,406399.0000,377303.0000,377463.0000,407350.0000,405387.0000,377214.0000,406839.0000,377033.0000,435183.0000,406669.0000,406409.0000,406379.0000,406169.0000,378245.0000,405888.0000,406198.0000,406338.0000,406579.0000,377313.0000,406259.0000,406509.0000,406579.0000,377264.0000,406098.0000,406700.0000,406308.0000,377114.0000,406519.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 1 > throttled submission to a scheduler thread at 10 us per task,expanding tree topology,100,1,48613500,472164.1800,467424.0400,476473.6000,23256.3818,20791.8799,26039.5802,"benchmark,group:scheduler","464118.0000,464159.0000,501439.0000,489236.0000,498694.0000,490488.0000,493534.0000,488765.0000,494606.0000,491791.0000,494596.0000,489346.0000,496760.0000,489726.0000,497701.0000,491159.0000,498193.0000,489807.0000,498504.0000,487663.0000,498033.0000,491360.0000,497692.0000,489085.0000,497020.0000,489186.0000,498764.0000,490348.0000,495158.0000,489035.0000,499446.0000,488444.0000,495368.0000,488775.0000,497422.0000,489747.0000,496169.0000,488554.0000,509514.0000,489196.0000,497512.0000,489566.0000,499305.0000,431135.0000,431877.0000,440734.0000,430915.0000,427579.0000,421267.0000,433100.0000,421217.0000,432628.0000,443028.0000,433971.0000,423451.0000,421057.0000,434542.0000,444401.0000,450312.0000,426818.0000,439431.0000,464169.0000,464208.0000,464670.0000,464158.0000,464599.0000,464188.0000,464759.0000,464368.0000,464980.0000,464119.0000,464379.0000,464268.0000,464439.0000,464419.0000,468056.0000,458377.0000,464770.0000,464509.0000,464128.0000,464458.0000,464599.0000,462074.0000,464169.0000,465040.0000,464308.0000,464228.0000,464499.0000,464639.0000,493874.0000,492833.0000,494045.0000,464248.0000,464359.0000,464389.0000,464279.0000,493464.0000,493414.0000,465150.0000,464339.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 1 > throttled submission to a scheduler thread at 10 us per task,contracting tree topology,100,1,66686200,645131.9200,638378.2000,650919.2600,31852.1302,27155.2547,37402.6363,"benchmark,group:scheduler","668235.0000,637778.0000,666422.0000,666812.0000,698563.0000,695187.0000,667724.0000,667775.0000,667514.0000,696068.0000,668556.0000,671432.0000,634561.0000,668045.0000,667323.0000,667995.0000,667745.0000,667504.0000,668135.0000,667274.0000,667544.0000,668035.0000,668506.0000,666832.0000,667724.0000,667644.0000,667494.0000,667995.0000,667704.0000,667824.0000,667715.0000,667844.0000,670310.0000,664758.0000,667704.0000,587452.0000,585529.0000,612399.0000,612309.0000,582543.0000,558587.0000,585068.0000,612921.0000,584867.0000,585228.0000,558948.0000,611949.0000,559719.0000,584817.0000,585799.0000,558788.0000,612119.0000,626506.0000,638219.0000,668936.0000,637518.0000,639120.0000,638529.0000,638749.0000,639230.0000,638228.0000,638368.0000,639371.0000,666953.0000,638860.0000,638839.0000,638650.0000,668035.0000,638018.0000,638759.0000,638890.0000,668977.0000,637657.0000,638419.0000,638509.0000,667474.0000,668296.0000,668215.0000,666252.0000,639160.0000,668065.0000,638239.0000,668526.0000,641535.0000,635333.0000,697310.0000,642347.0000,634571.0000,638519.0000,638179.0000,639982.0000,697380.0000,636906.0000,638870.0000,668245.0000,637887.0000,668807.0000,666973.0000,639270.0000,638188.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 1 > throttled submission to a scheduler thread at 10 us per task,wave_sim topology,100,1,259001000,2622172.1100,2612176.3800,2631461.6000,49346.2218,43678.8273,57279.2700,"benchmark,group:scheduler","2584920.0000,2582877.0000,2606491.0000,2580121.0000,2612262.0000,2584238.0000,2612552.0000,2590541.0000,2577696.0000,2583908.0000,2613224.0000,2583698.0000,2584700.0000,2583738.0000,2584229.0000,2583677.0000,2583948.0000,2584590.0000,2611831.0000,2585020.0000,2583517.0000,2612733.0000,2584239.0000,2584970.0000,2589308.0000,2578127.0000,2581172.0000,2584058.0000,2583888.0000,2613474.0000,2583618.0000,2584219.0000,2583818.0000,2638441.0000,2683266.0000,2662708.0000,2669801.0000,2683667.0000,2674691.0000,2678247.0000,2713875.0000,2491132.0000,2505540.0000,2501752.0000,2584159.0000,2613194.0000,2612683.0000,2617602.0000,2579650.0000,2613013.0000,2612643.0000,2613314.0000,2613004.0000,2613073.0000,2584349.0000,2612833.0000,2583757.0000,2613274.0000,2592675.0000,2691572.0000,2670222.0000,2649954.0000,2663068.0000,2676003.0000,2658059.0000,2663500.0000,2676914.0000,2666595.0000,2657467.0000,2691503.0000,2656947.0000,2663238.0000,2675882.0000,2668158.0000,2662538.0000,2679489.0000,2659091.0000,2669190.0000,2677225.0000,2656506.0000,2665984.0000,2664651.0000,2660474.0000,2664741.0000,2685040.0000,2664501.0000,2661194.0000,2682986.0000,2664982.0000,2673749.0000,2666936.0000,2658760.0000,2661626.0000,2678547.0000,2655534.0000,2666314.0000,2522713.0000,2498766.0000,2493296.0000,2569551.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 1 > throttled submission to a scheduler thread at 10 us per task,jacobi topology,100,1,82244700,844278.3800,840169.4400,848319.3600,20781.5140,18802.4135,22841.3241,"benchmark,group:scheduler","813070.0000,839680.0000,877743.0000,840021.0000,812650.0000,842255.0000,813271.0000,870859.0000,841885.0000,841664.0000,813411.0000,870459.0000,841474.0000,842025.0000,841835.0000,842315.0000,812740.0000,871210.0000,841965.0000,841163.0000,841985.0000,843678.0000,811527.0000,812789.0000,841795.0000,836825.0000,867944.0000,878093.0000,840442.0000,812409.0000,842576.0000,871241.0000,871080.0000,841073.0000,842416.0000,813280.0000,812749.0000,841404.0000,842466.0000,841394.0000,872242.0000,812429.0000,812188.0000,842426.0000,841454.0000,871531.0000,871531.0000,840783.0000,812789.0000,842045.0000,871261.0000,863956.0000,824462.0000,824983.0000,852364.0000,851273.0000,824281.0000,825113.0000,824902.0000,853085.0000,850921.0000,809273.0000,842446.0000,842015.0000,871611.0000,871230.0000,840932.0000,841854.0000,842255.0000,813150.0000,870799.0000,871281.0000,841764.0000,812048.0000,872142.0000,871010.0000,840962.0000,842215.0000,841754.0000,842296.0000,871020.0000,871090.0000,841404.0000,841333.0000,842106.0000,872673.0000,869817.0000,812990.0000,841424.0000,871301.0000,872062.0000,870318.0000,841464.0000,818400.0000,806898.0000,872082.0000,870569.0000,841424.0000,841814.0000,871732.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > reference: single-threaded immediate graph generation,soup topology,100,1,199478400,2013426.6000,1996535.1600,2055713.0500,118821.1958,4770.1616,215871.3819,"benchmark,group:scheduler","1993569.0000,1996554.0000,2008607.0000,1994701.0000,2001013.0000,1996725.0000,1991044.0000,1996023.0000,1994952.0000,1988208.0000,1994331.0000,1989400.0000,1995572.0000,1996204.0000,1998228.0000,1990512.0000,1995552.0000,1993559.0000,1995913.0000,1997136.0000,1996524.0000,1994651.0000,1990693.0000,1993048.0000,1995232.0000,1996865.0000,2003187.0000,1994250.0000,1995052.0000,1987126.0000,2004931.0000,1995192.0000,1992286.0000,1993639.0000,1994580.0000,1998017.0000,1994871.0000,1998969.0000,1997366.0000,1995593.0000,2002676.0000,1998087.0000,2002896.0000,2000511.0000,2001934.0000,1993118.0000,2002766.0000,1998928.0000,2009138.0000,1987337.0000,1995412.0000,1992136.0000,1996945.0000,2002466.0000,1991485.0000,1994160.0000,1994741.0000,1995142.0000,2827440.0000,2861274.0000,1995182.0000,1996614.0000,2001002.0000,1994089.0000,1996635.0000,1995072.0000,1995081.0000,1994420.0000,1998217.0000,1989030.0000,1999050.0000,1998177.0000,1988089.0000,1992617.0000,1995141.0000,1989571.0000,1994710.0000,2001073.0000,2000682.0000,1995242.0000,1998658.0000,1996795.0000,1997887.0000,1993368.0000,1998208.0000,1994140.0000,1985453.0000,1995954.0000,2000111.0000,1997085.0000,2000421.0000,1996064.0000,1998878.0000,1999009.0000,1998718.0000,1996635.0000,2005361.0000,2017414.0000,1997596.0000,1996744.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > reference: single-threaded immediate graph generation,chain topology,100,1,36206600,358608.8500,357948.9400,359326.3400,3505.5680,3244.8791,3847.9113,"benchmark,group:scheduler","355713.0000,362155.0000,363798.0000,364730.0000,355923.0000,356735.0000,364389.0000,356514.0000,356565.0000,362726.0000,355692.0000,361413.0000,355933.0000,356374.0000,363147.0000,356194.0000,356705.0000,363567.0000,358709.0000,356173.0000,362546.0000,354801.0000,355312.0000,363848.0000,354790.0000,361784.0000,356334.0000,355743.0000,363207.0000,355191.0000,355752.0000,362626.0000,356244.0000,355713.0000,362896.0000,355943.0000,356644.0000,364319.0000,355422.0000,362446.0000,356524.0000,356003.0000,361785.0000,354370.0000,354580.0000,361623.0000,355412.0000,357336.0000,363026.0000,355853.0000,363438.0000,357135.0000,355803.0000,367615.0000,357676.0000,355973.0000,362325.0000,356394.0000,356714.0000,362907.0000,356013.0000,355402.0000,363698.0000,355853.0000,361895.0000,356013.0000,355643.0000,362616.0000,355402.0000,356284.0000,363397.0000,357246.0000,356945.0000,362986.0000,355793.0000,354962.0000,361573.0000,357265.0000,361835.0000,354991.0000,355983.0000,363939.0000,355662.0000,356134.0000,363437.0000,356114.0000,355201.0000,361874.0000,355412.0000,355933.0000,363147.0000,356254.0000,360973.0000,355222.0000,355392.0000,363597.0000,355682.0000,357877.0000,364049.0000,355983.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > reference: single-threaded immediate graph generation,expanding tree topology,100,1,37811600,375504.1100,374842.2200,376220.7000,3518.2240,3255.7702,3846.5349,"benchmark,group:scheduler","372285.0000,378435.0000,384097.0000,372254.0000,372354.0000,378916.0000,372234.0000,378195.0000,372655.0000,371332.0000,378616.0000,372144.0000,372084.0000,379027.0000,371863.0000,378876.0000,373867.0000,370952.0000,379879.0000,371893.0000,372665.0000,380350.0000,372164.0000,378546.0000,373787.0000,371983.0000,378465.0000,374779.0000,373096.0000,379829.0000,372464.0000,378556.0000,377063.0000,374768.0000,381150.0000,373766.0000,375810.0000,381872.0000,371713.0000,378265.0000,371713.0000,372264.0000,378406.0000,373145.0000,372755.0000,380810.0000,372525.0000,379047.0000,372765.0000,373055.0000,380119.0000,372514.0000,371743.0000,378866.0000,373046.0000,377654.0000,373356.0000,373165.0000,380520.0000,374528.0000,372905.0000,379658.0000,371893.0000,378666.0000,373346.0000,372044.0000,381421.0000,371303.0000,371973.0000,380450.0000,372124.0000,379037.0000,373176.0000,371733.0000,380600.0000,373196.0000,373837.0000,379819.0000,373757.0000,380830.0000,374188.0000,373837.0000,381632.0000,372915.0000,373135.0000,379949.0000,372134.0000,379017.0000,373727.0000,374027.0000,380479.0000,374378.0000,374157.0000,380740.0000,373316.0000,379989.0000,373175.0000,371863.0000,379277.0000,371663.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > reference: single-threaded immediate graph generation,contracting tree topology,100,1,40652200,422866.5300,414030.7800,436601.0200,55270.1924,39639.7164,71938.5281,"benchmark,group:scheduler","403844.0000,402111.0000,427830.0000,406589.0000,405568.0000,410296.0000,403543.0000,412250.0000,403834.0000,403744.0000,411489.0000,403744.0000,412971.0000,403123.0000,404605.0000,414294.0000,403443.0000,408834.0000,402501.0000,402662.0000,410006.0000,402251.0000,411258.0000,403764.0000,402371.0000,409846.0000,403052.0000,407782.0000,400768.0000,401690.0000,409535.0000,402401.0000,409795.0000,402771.0000,408723.0000,404114.0000,403574.0000,410937.0000,402552.0000,410737.0000,403534.0000,401810.0000,409855.0000,401550.0000,407581.0000,403604.0000,401950.0000,410166.0000,402011.0000,409885.0000,402442.0000,401379.0000,409505.0000,404345.0000,409965.0000,401449.0000,402872.0000,409465.0000,402862.0000,409274.0000,402562.0000,402752.0000,410717.0000,402021.0000,410486.0000,402642.0000,401710.0000,408503.0000,402241.0000,410837.0000,402512.0000,409394.0000,402912.0000,402000.0000,410096.0000,402061.0000,408943.0000,402671.0000,402401.0000,409775.0000,403123.0000,408002.0000,401389.0000,402321.0000,408804.0000,401239.0000,409474.0000,402822.0000,402872.0000,412250.0000,403313.0000,495217.0000,601800.0000,611948.0000,610656.0000,606097.0000,613601.0000,603733.0000,613130.0000,596920.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > reference: single-threaded immediate graph generation,wave_sim topology,100,1,196222100,1959676.9000,1958275.2100,1961885.1400,8765.0192,6176.8103,14969.4640,"benchmark,group:scheduler","1956358.0000,1957540.0000,2017103.0000,1977048.0000,1976125.0000,1961729.0000,1960586.0000,1962650.0000,1962089.0000,1958522.0000,1953001.0000,1959504.0000,1956498.0000,1964063.0000,1961448.0000,1963792.0000,1961257.0000,1957790.0000,1957319.0000,1956969.0000,1959945.0000,1959314.0000,1957160.0000,1960235.0000,1958422.0000,1954485.0000,1960085.0000,1961969.0000,1957360.0000,1957761.0000,1959775.0000,1960947.0000,1954304.0000,1945808.0000,1953403.0000,1956348.0000,1961588.0000,1963432.0000,1960817.0000,1961808.0000,1955557.0000,1947782.0000,1947681.0000,1945768.0000,1945537.0000,1946971.0000,1946990.0000,1944867.0000,1950367.0000,1959344.0000,1955917.0000,1952841.0000,1960667.0000,1960045.0000,1960266.0000,1984591.0000,1952981.0000,1960005.0000,1957259.0000,1965214.0000,1960907.0000,1959965.0000,1960246.0000,1962239.0000,1966979.0000,1960456.0000,1966006.0000,1963883.0000,1959965.0000,1954905.0000,1960236.0000,1965235.0000,1958632.0000,1961417.0000,1956579.0000,1961167.0000,1964664.0000,1966678.0000,1963512.0000,1964393.0000,1969874.0000,1968101.0000,1958562.0000,1957661.0000,1945918.0000,1942542.0000,1948173.0000,1963622.0000,1966327.0000,1959905.0000,1959554.0000,1961007.0000,1962861.0000,1957350.0000,1960776.0000,1962970.0000,1959855.0000,1962119.0000,1953974.0000,1961468.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > reference: single-threaded immediate graph generation,jacobi topology,100,1,64475500,639148.5900,638309.9000,640052.4700,4409.1775,3739.9222,6087.8271,"benchmark,group:scheduler","643438.0000,643869.0000,638148.0000,644851.0000,640874.0000,632387.0000,642817.0000,640122.0000,631124.0000,639721.0000,630914.0000,641775.0000,643889.0000,636836.0000,643729.0000,642907.0000,637106.0000,642957.0000,659920.0000,635723.0000,640512.0000,643298.0000,637036.0000,642577.0000,636976.0000,642005.0000,642666.0000,636675.0000,640763.0000,642948.0000,637577.0000,640854.0000,642366.0000,636325.0000,641415.0000,636785.0000,639181.0000,639170.0000,632538.0000,639911.0000,641104.0000,633440.0000,641374.0000,637778.0000,632407.0000,640602.0000,630573.0000,640031.0000,642626.0000,634131.0000,642797.0000,640042.0000,634121.0000,641595.0000,639962.0000,634792.0000,642426.0000,644551.0000,636094.0000,643649.0000,636305.0000,642216.0000,643338.0000,633689.0000,642367.0000,637817.0000,632789.0000,640623.0000,640673.0000,634371.0000,640743.0000,634751.0000,643218.0000,641615.0000,634412.0000,639911.0000,640974.0000,633780.0000,640353.0000,642286.0000,630845.0000,639871.0000,629703.0000,639110.0000,639511.0000,635213.0000,639070.0000,640442.0000,632096.0000,642096.0000,642266.0000,633580.0000,640984.0000,639901.0000,633779.0000,639340.0000,633920.0000,642075.0000,645633.0000,640413.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > immediate submission to a scheduler thread,soup topology,100,1,484331400,4842597.5700,4820626.5500,4851897.3500,68433.8465,20046.0268,121064.9336,"benchmark,group:scheduler","4848833.0000,4846650.0000,4819467.0000,4862029.0000,4845697.0000,4850035.0000,4819347.0000,4847521.0000,4876256.0000,4877297.0000,4882257.0000,4844876.0000,4881997.0000,4851268.0000,4848312.0000,4854815.0000,4848593.0000,4847420.0000,4848503.0000,4850056.0000,4849274.0000,4847400.0000,4849205.0000,4848683.0000,4847140.0000,4850527.0000,4847551.0000,4820169.0000,4907926.0000,4847501.0000,4848623.0000,4847371.0000,4850477.0000,4846869.0000,4820800.0000,4849495.0000,4848362.0000,4400302.0000,4367331.0000,4849965.0000,4871736.0000,4822304.0000,4849595.0000,4853903.0000,4856207.0000,4846700.0000,4820620.0000,4904649.0000,4856268.0000,4844676.0000,4816622.0000,4883149.0000,4843112.0000,4848843.0000,4851468.0000,4846980.0000,4847280.0000,4850507.0000,4847311.0000,4907514.0000,4847560.0000,4855005.0000,4813777.0000,4907134.0000,4876536.0000,4851048.0000,4848493.0000,4848763.0000,4817805.0000,4842481.0000,4843282.0000,4850616.0000,4818345.0000,4849685.0000,4821371.0000,4846539.0000,4848553.0000,4881285.0000,4875715.0000,4877778.0000,4848182.0000,4824217.0000,4872909.0000,4836199.0000,4846980.0000,4844566.0000,4851158.0000,4846058.0000,4849725.0000,4848393.0000,4848513.0000,4907084.0000,4849615.0000,4849595.0000,4847110.0000,4877779.0000,4848723.0000,4848593.0000,4878710.0000,4848233.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > immediate submission to a scheduler thread,chain topology,100,1,98227500,998332.4500,995579.9500,1001300.5200,14599.8274,13696.9834,15018.1076,"benchmark,group:scheduler","986909.0000,1016425.0000,981760.0000,984175.0000,990676.0000,982771.0000,986650.0000,988052.0000,986158.0000,987491.0000,1016255.0000,986609.0000,986919.0000,988563.0000,985858.0000,987571.0000,986218.0000,1016756.0000,987039.0000,1016175.0000,986689.0000,1016336.0000,986749.0000,1017608.0000,985718.0000,1016505.0000,986839.0000,987411.0000,986879.0000,1017638.0000,985677.0000,1016165.0000,987010.0000,1017107.0000,986309.0000,1016496.0000,986519.0000,1016475.0000,987180.0000,1016155.0000,986549.0000,1016696.0000,987050.0000,1016276.0000,986378.0000,987451.0000,986659.0000,1016787.0000,986409.0000,1016706.0000,986749.0000,1016506.0000,986740.0000,1016395.0000,987140.0000,1016255.0000,986880.0000,1016546.0000,986799.0000,1016205.0000,986660.0000,987570.0000,986799.0000,1017117.0000,985868.0000,1016446.0000,986589.0000,1017057.0000,986749.0000,1016316.0000,986859.0000,1016235.0000,987641.0000,1015925.0000,987090.0000,1016406.0000,986058.0000,1016666.0000,986779.0000,987461.0000,987010.0000,1016325.0000,986508.0000,1016786.0000,986489.0000,1016937.0000,985887.0000,1016956.0000,987581.0000,1015875.0000,986649.0000,1016396.0000,987150.0000,1016335.0000,986488.0000,987752.0000,986378.0000,1016586.0000,986408.0000,1016787.0000"
